average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,qloss,epsilon,steps,episode
75.75275827482447,111.64844533600802,101.06786055853317,18.875,1958,-13290,1998.1703735351562,0.9901,360,1
79.66061522945033,121.95562279374685,111.50301490387906,18.25,1918,-14946,2007.3435302734374,0.9802,720,2
85.9688911189162,128.1409934771701,117.63966305399661,19.625,1935,-16475,1822.4485290527343,0.9703,1080,3
94.47067901234568,134.40020576131687,123.82244642950482,18.25,1875,-16912,2142.4972900390626,0.9604,1440,4
71.12581453634085,107.19398496240602,96.6361629771011,19.125,1952,-12803,1233.4286193847656,0.9505,1800,5
66.042004048583,101.89726720647774,91.52293508788533,16.875,1922,-11856,726.7078979492187,0.9406,2160,6
70.07139214686384,105.56450790413055,95.15657022060725,16.375,1926,-12247,1237.805157470703,0.9307,2520,7
69.48613212304589,105.94503277861826,95.44240012092658,16.25,1937,-12258,1066.07177734375,0.9208,2880,8
86.29724208375893,127.33197139938713,116.83407703666623,18.125,1918,-15654,1932.71611328125,0.9109,3240,9
71.74110366168128,107.79009798865394,97.33199316614932,15.875,1894,-12182,1232.6249450683595,0.901,3600,10
89.61608497723824,129.29135053110775,118.73722360890804,19.75,1903,-14926,1936.8297485351563,0.8911,3960,11
76.97930338213024,118.14639071176174,107.62228036259722,18.625,1918,-14474,4962.1492919921875,0.8812,4320,12
70.8268656716418,107.05472636815921,96.42620034657226,15.25,1959,-12870,2628.6108642578124,0.8713,4680,13
68.01339950372208,103.69181141439206,93.24886743894899,16.375,1966,-12222,3013.422021484375,0.8613999999999999,5040,14
88.14191251271617,126.9206510681587,116.36154553394246,20.0,1936,-15984,2798.3658935546873,0.8515,5400,15
57.405094905094906,91.93156843156844,81.3981899101777,14.75,1955,-10011,2492.9628173828123,0.8416,5760,16
51.83441396508728,86.26783042394015,75.77168260706091,14.875,1968,-9286,2899.0946533203123,0.8317,6120,17
90.13428120063192,126.6998420221169,116.13721735499558,17.25,1861,-14905,2752.5665893554688,0.8218,6480,18
55.31791044776119,87.97462686567164,77.37828763849933,14.625,1978,-9879,3376.2559326171877,0.8119,6840,19
49.40609390609391,84.27172827172828,73.87825653885123,16.0,1958,-8754,2107.6000244140623,0.802,7200,20
56.96176762661371,91.52979145978153,81.00460495706497,15.625,1959,-10266,2162.8349182128904,0.7921,7560,21
47.4975,78.956,68.47911361670741,12.75,1970,-8424,2397.341027832031,0.7822,7920,22
58.312468951813216,91.0288127173373,80.45312621723265,15.0,1991,-10179,2349.1123779296877,0.7723,8280,23
63.49689119170984,96.85233160621762,86.39455239278387,17.0,1885,-11089,2059.1474731445314,0.7624,8640,24
58.12220566318927,93.06607054148037,82.65519869134043,16.875,1980,-10737,1780.1794921875,0.7525,9000,25
61.24428997020854,95.03872889771598,84.58519891792058,18.625,1988,-11094,2242.5169311523437,0.7425999999999999,9360,26
59.3439205955335,95.52903225806452,85.06938801874917,15.75,1971,-10810,1731.2769287109375,0.7327,9720,27
43.40764647467726,74.47715988083417,63.91594971227568,13.25,1980,-7412,1645.3787841796875,0.7228,10080,28
51.323222277473896,83.54997513674789,72.99054587033312,15.625,1984,-8554,1544.8223754882813,0.7129,10440,29
47.51861167002012,79.21780684104628,68.66628391270179,11.375,1960,-8115,1475.940411376953,0.7030000000000001,10800,30
47.40298507462686,80.27810945273632,69.84299290409481,14.375,1972,-8001,1112.8193237304688,0.6931,11160,31
48.02933863749379,82.48582794629537,72.09550654804706,14.625,1972,-8384,1247.4888061523438,0.6832,11520,32
43.773092369477915,74.70532128514056,64.11438985568721,12.375,1950,-7578,991.3874389648438,0.6733,11880,33
45.06098843322818,89.96529968454259,79.5516381247943,15.125,1814,-9047,4576.483642578125,0.6634,12240,34
