average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,qloss,epsilon,steps,episode
100.55544252288911,142.76653102746693,132.34286031574945,20.625,1846,-18750,3519.6337158203123,0.9901,360,1
111.09401709401709,153.88888888888889,143.24047034176618,20.0,1936,-20569,4136.469506835938,0.9802,720,2
79.96276067527309,117.71896722939424,107.28699239680608,17.625,1964,-13550,1134.4526092529297,0.9703,1080,3
116.62983425414365,157.6988950276243,146.80559385732937,19.0,1765,-16092,3448.0135009765627,0.9604,1440,4
77.63627152988855,116.0420466058764,105.62132159160927,15.75,1922,-14036,3836.48857421875,0.9505,1800,5
71.08618052014279,105.33248342682305,94.87318956017693,15.0,1927,-12389,4517.915844726563,0.9406,2160,6
77.56628392484342,111.9535490605428,101.35904043933199,14.5,1863,-13046,4662.363330078125,0.9307,2520,7
84.17617107942974,123.37983706720978,112.74072842935324,19.25,1916,-14650,2312.34580078125,0.9208,2880,8
78.68077511473737,116.43804181540031,106.10434144406923,17.125,1915,-14138,2831.9932250976562,0.9109,3240,9
97.1775,135.0255,124.44424961658693,21.375,1978,-17854,2975.8322143554688,0.901,3600,10
70.86333837619767,108.18709026727181,97.64167574070252,16.125,1949,-12727,2738.6600952148438,0.8911,3960,11
75.26792452830189,112.2177897574124,101.5797252501245,14.625,1797,-12027,2871.506103515625,0.8812,4320,12
92.66773847802787,131.63022508038586,120.91567857996347,18.75,1818,-15351,2539.9029296875,0.8713,4680,13
78.71854798607657,114.9189457981104,104.20784740674786,16.75,1978,-13067,4025.7459228515627,0.8613999999999999,5040,14
75.97955112219451,115.36109725685786,104.76254370657888,21.875,1971,-14111,3232.377294921875,0.8515,5400,15
32.294849023090585,1142.2859680284191,1133.034610686828,20.25,333,-43931,3636.4607421875,0.8416,5760,16
49.065606361829026,81.54970178926442,71.15688871355353,14.375,1959,-8726,5282.24658203125,0.8317,6120,17
74.1392342118349,110.27896568871208,99.94485292146452,17.375,1973,-13293,5032.4775390625,0.8218,6480,18
