average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,steps,episode
68.00946215139442,105.14541832669323,94.60411100639223,16.25,1962,-12564,360,1
69.09462151394422,105.78535856573706,95.40303827941995,17.125,1963,-12773,720,2
69.09462151394422,105.78535856573706,95.40303827941995,17.125,1963,-12773,1080,3
67.30527888446215,104.82221115537848,94.41582540454831,16.5,1965,-12463,1440,4
67.09810756972112,104.10806772908367,93.53606822323907,16.5,1962,-12386,1800,5
67.09810756972112,104.10806772908367,93.53606822323907,16.5,1962,-12386,2160,6
69.0253984063745,106.12051792828686,95.64315970894654,16.625,1962,-12760,2520,7
69.0253984063745,106.12051792828686,95.64315970894654,16.625,1962,-12760,2880,8
67.08507462686568,103.15124378109452,92.63016596800558,16.375,1964,-12265,3240,9
67.08507462686568,103.15124378109452,92.63016596800558,16.375,1964,-12265,3600,10
69.1866600298656,105.71378795420607,95.0636090462269,16.625,1964,-12695,3960,11
67.96417910447761,104.48507462686567,93.97026713193561,16.25,1962,-12366,4320,12
67.96417910447761,104.48507462686567,93.97026713193561,16.25,1962,-12366,4680,13
67.43924302788845,104.22758964143426,93.72192254762022,16.375,1961,-12420,5040,14
67.43924302788845,104.22758964143426,93.72192254762022,16.375,1961,-12420,5400,15
70.33117529880478,107.66733067729083,97.18129490879417,16.125,1960,-12889,5760,16
71.75249003984064,108.8207171314741,98.1455394650342,17.375,1963,-13274,6120,17
71.75249003984064,108.8207171314741,98.1455394650342,17.375,1963,-13274,6480,18
70.63645418326693,107.57320717131473,97.09056887332046,16.25,1963,-13055,6840,19
67.74651394422311,104.46165338645419,93.91377865894653,16.125,1963,-12370,7200,20
67.74651394422311,104.46165338645419,93.91377865894653,16.125,1963,-12370,7560,21
72.88296812749005,109.87250996015936,99.27131516436252,17.25,1962,-13415,7920,22
72.88296812749005,109.87250996015936,99.27131516436252,17.25,1962,-13415,8280,23
67.13994023904382,104.01942231075697,93.43928430810958,16.25,1962,-12389,8640,24
65.07868525896414,100.97609561752988,90.59520566817194,16.125,1961,-11809,9000,25
65.07868525896414,100.97609561752988,90.59520566817194,16.125,1961,-11809,9360,26
65.69950248756219,102.19203980099502,91.6643463306553,16.0,1964,-12161,9720,27
65.69950248756219,102.19203980099502,91.6643463306553,16.0,1964,-12161,10080,28
69.66384462151395,106.16733067729083,95.68629330196273,16.625,1963,-12764,10440,29
70.83017928286853,108.43227091633466,97.69565299873311,16.25,1961,-13146,10800,30
70.83017928286853,108.43227091633466,97.69565299873311,16.25,1961,-13146,11160,31
67.9890438247012,104.30378486055777,93.79204590857262,16.375,1962,-12381,11520,32
67.9890438247012,104.30378486055777,93.79204590857262,16.375,1962,-12381,11880,33
66.0865671641791,101.99303482587065,91.48523335481735,15.875,1964,-12030,12240,34
68.18575697211155,105.07669322709164,94.549476385879,17.125,1962,-12595,12600,35
68.18575697211155,105.07669322709164,94.549476385879,17.125,1962,-12595,12960,36
71.43326693227091,108.80478087649402,98.2241580741887,16.25,1962,-13022,13320,37
71.43326693227091,108.80478087649402,98.2241580741887,16.25,1962,-13022,13680,38
68.48157370517929,105.67181274900399,95.13329695569774,16.625,1962,-12599,14040,39
69.49551792828686,106.36454183266932,96.01082195170486,16.25,1959,-12759,14400,40
69.49551792828686,106.36454183266932,96.01082195170486,16.25,1959,-12759,14760,41
70.625,107.8207171314741,97.24680484007386,17.625,1962,-13073,15120,42
70.625,107.8207171314741,97.24680484007386,17.625,1962,-13073,15480,43
69.15737051792829,106.30029880478088,95.8158731565401,16.5,1963,-12841,15840,44
69.16882470119522,106.2246015936255,95.80489812345697,16.875,1963,-12683,16200,45
69.16882470119522,106.2246015936255,95.80489812345697,16.875,1963,-12683,16560,46
68.28735059760956,105.24203187250995,94.61445706546948,16.375,1962,-12549,16920,47
68.28735059760956,105.24203187250995,94.61445706546948,16.375,1962,-12549,17280,48
68.37867463876432,104.87244643746885,94.27536845078485,16.5,1962,-12461,17640,49
67.49900398406375,103.8261952191235,93.25670782834122,16.0,1963,-12252,18000,50
67.49900398406375,103.8261952191235,93.25670782834122,16.0,1963,-12252,18360,51
72.77838645418326,110.13695219123505,99.58438595337053,17.25,1962,-13425,18720,52
72.77838645418326,110.13695219123505,99.58438595337053,17.25,1962,-13425,19080,53
67.0019920318725,104.04382470119522,93.60742453851296,16.375,1963,-12410,19440,54
68.14741035856574,104.99551792828686,94.50163477440958,16.375,1961,-12527,19800,55
