average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,steps,episode
68.03884462151395,106.00149402390439,95.38308604321146,16.5,1958,-12649,360,1
67.35226706527155,104.75884404583957,94.25610236437007,16.625,1962,-12418,720,2
68.76245019920319,105.90537848605578,95.38603459381805,16.0,1963,-12672,1080,3
68.76245019920319,105.90537848605578,95.38603459381805,16.0,1963,-12672,1440,4
70.68227091633466,107.12250996015936,96.68598686751213,16.75,1963,-12945,1800,5
70.63296812749005,108.66832669322709,98.12069854646874,16.375,1963,-13069,2160,6
70.63296812749005,108.66832669322709,98.12069854646874,16.375,1963,-13069,2520,7
68.31474103585657,104.90886454183267,94.33814227981732,16.25,1962,-12566,2880,8
68.31474103585657,104.90886454183267,94.33814227981732,16.25,1962,-12566,3240,9
71.15572139303482,107.6134328358209,97.11720322825863,16.375,1963,-12862,3600,10
70.51270553064275,108.19182859990035,97.56990108732076,16.5,1963,-12988,3960,11
70.51270553064275,108.19182859990035,97.56990108732076,16.5,1963,-12988,4320,12
69.6030876494024,107.46513944223108,96.88477842739259,16.375,1960,-12885,4680,13
68.41185258964144,105.324203187251,94.76432165965859,16.5,1963,-12508,5040,14
68.41185258964144,105.324203187251,94.76432165965859,16.5,1963,-12508,5400,15
68.18974103585657,104.87201195219123,94.43107693759784,16.75,1963,-12446,5760,16
68.18974103585657,104.87201195219123,94.43107693759784,16.75,1963,-12446,6120,17
70.60408366533865,106.86254980079681,96.29756971280968,16.875,1962,-12963,6480,18
70.6269920318725,107.71513944223108,97.07705705757995,16.375,1960,-12933,6840,19
70.6269920318725,107.71513944223108,97.07705705757995,16.375,1960,-12933,7200,20
73.74153386454184,110.99352589641434,100.35004648305595,17.25,1962,-13575,7560,21
73.74153386454184,110.99352589641434,100.35004648305595,17.25,1962,-13575,7920,22
68.66119402985075,105.51293532338309,95.09068468299901,15.875,1964,-12677,8280,23
69.57519920318725,106.449203187251,96.04885396699655,16.25,1961,-12761,8640,24
69.57519920318725,106.449203187251,96.04885396699655,16.25,1961,-12761,9000,25
68.51842629482071,105.52788844621514,95.04091089083795,17.0,1963,-12542,9360,26
68.51842629482071,105.52788844621514,95.04091089083795,17.0,1963,-12542,9720,27
70.80179282868527,107.48256972111554,96.98043595418972,16.25,1963,-12990,10080,28
70.04334828101645,107.61534628799203,96.99863182493466,16.75,1962,-12899,10440,29
70.04334828101645,107.61534628799203,96.99863182493466,16.75,1962,-12899,10800,30
69.78507462686566,107.80248756218906,97.22846903780233,16.5,1963,-12918,11160,31
69.78507462686566,107.80248756218906,97.22846903780233,16.5,1963,-12918,11520,32
69.22022919780767,106.47583457897359,96.11896330071114,16.5,1961,-12676,11880,33
70.39342629482071,107.36553784860558,96.81796070317728,16.375,1960,-12910,12240,34
70.39342629482071,107.36553784860558,96.81796070317728,16.375,1960,-12910,12600,35
70.3547263681592,107.01393034825871,96.38759211219573,17.375,1964,-13055,12960,36
70.3547263681592,107.01393034825871,96.38759211219573,17.375,1964,-13055,13320,37
71.19173306772909,108.7988047808765,98.06039295103963,16.375,1963,-13170,13680,38
69.38745019920319,106.69322709163346,96.18662974654832,17.25,1963,-12833,14040,39
69.38745019920319,106.69322709163346,96.18662974654832,17.25,1963,-12833,14400,40
71.5961155378486,108.8550796812749,98.25041831167643,16.375,1964,-13086,14760,41
71.5961155378486,108.8550796812749,98.25041831167643,16.375,1964,-13086,15120,42
63.398406374501995,99.40189243027888,88.94205160126754,15.75,1961,-11749,15480,43
68.48406374501992,105.72061752988049,95.14076803600102,16.375,1962,-12643,15840,44
68.48406374501992,105.72061752988049,95.14076803600102,16.375,1962,-12643,16200,45
70.04083665338645,106.47609561752988,95.92999741609967,16.875,1962,-12829,16560,46
