average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,critic/value_loss,critic/learning_rate,actor/learning_rate,actor/policy_loss,actor/entropy,actor/old_approx_kl,actor/approx_kl,clipfrac,steps,episode
176.08197611292073,222.32410423452768,212.2079415495425,22.625,1693,-30952,1154995.25,0.1,0.1,5.099265098571777,0.6873128414154053,3.599916458129883,3.3904199600219727,0.6510416666666666,360,1
207.7589974293059,273.2969151670951,264.5258266775708,19.375,1421,-35122,1378237.125,0.1,0.1,3.737725019454956,0.7571805715560913,0.4827796220779419,0.40567222237586975,0.6666666666666666,720,2
24.264150943396228,54.6390268123138,44.28088211750393,11.625,1993,-4053,16793.830078125,0.1,0.1,4.95304012298584,0.9039719700813293,0.005136965773999691,0.03912537917494774,0.65625,1080,3
37.59106699751861,71.04516129032258,60.841119293360094,14.5,1995,-6932,51522.1015625,0.1,0.1,5.587057590484619,0.9223164916038513,0.011911824345588684,0.013162605464458466,0.4088541666666667,1440,4
24.321588089330024,55.168238213399505,44.88613903235592,13.625,1996,-4226,18000.228515625,0.1,0.1,7.3375020027160645,0.7873443365097046,0.0314188227057457,0.0368259958922863,0.22135416666666666,1800,5
23.669150521609538,55.73571783407849,45.51884739530546,14.375,1993,-4402,15693.392578125,0.1,0.1,6.823731422424316,0.6934654116630554,0.08167814463376999,0.056121330708265305,0.6666666666666666,2160,6
37.57000993048659,68.05511420059582,57.787494297924944,10.0,1977,-6529,29603.669921875,0.1,0.1,4.226893901824951,0.7765491604804993,0.06720640510320663,0.029829515144228935,0.34375,2520,7
23.24167081054202,53.730482347091,43.426664063917364,10.375,1986,-3928,8343.0556640625,0.1,0.1,4.950101375579834,0.9644354581832886,0.026991404592990875,0.0687100738286972,0.3098958333333333,2880,8
53.46501014198783,88.86359026369168,78.45713336924585,16.875,1933,-10130,76937.75,0.1,0.1,5.666497230529785,0.9684731364250183,0.05784633383154869,0.06469228118658066,0.5286458333333334,3240,9
49.288844621513945,84.050796812749,73.479546342625,14.25,1982,-9284,51077.86328125,0.1,0.1,5.189906597137451,0.8539592027664185,0.15728682279586792,0.13925190269947052,0.5208333333333334,3600,10
40.16760347470618,70.8886050076648,60.473368902092936,11.875,1922,-6794,17647.78515625,0.1,0.1,4.622312545776367,0.7949564456939697,0.021729780361056328,0.022600451484322548,0.4166666666666667,3960,11
39.766397578203836,72.16952573158426,61.6859820380562,10.875,1947,-6660,15183.443359375,0.1,0.1,5.692870140075684,0.9691911935806274,0.04902925342321396,0.043279990553855896,0.6666666666666666,4320,12
31.00943396226415,62.41509433962264,52.22126522304763,12.5,1980,-5688,5489.28759765625,0.1,0.1,8.223798751831055,0.9743137359619141,0.017179548740386963,0.01075449027121067,0.5026041666666666,4680,13
33.0302729528536,65.41538461538461,55.285182647402735,14.375,1995,-6028,13778.845703125,0.1,0.1,5.8620781898498535,0.9466359615325928,0.007063098251819611,0.009901965036988258,0.4453125,5040,14
33.353846153846156,65.57866004962779,55.38933073573218,12.75,1990,-6090,9785.521484375,0.1,0.1,4.125384330749512,0.9587700366973877,0.0036120451986789703,0.0021191597916185856,0.033854166666666664,5400,15
39.4848635235732,72.75682382133995,62.44784181895519,13.75,1975,-7005,20991.2265625,0.1,0.1,5.753383159637451,0.9776151180267334,0.013382988050580025,0.005148854106664658,0.10677083333333333,5760,16
25.755334987593052,56.930024813895784,46.51754694910296,11.0,1996,-4550,7269.029296875,0.1,0.1,5.625748634338379,0.863441526889801,0.037298981100320816,0.042917780578136444,0.3333333333333333,6120,17
20.46352357320099,50.12506203473946,39.86803292219925,11.125,1999,-3507,12321.6123046875,0.1,0.1,5.853681564331055,0.7838360667228699,0.01151084154844284,0.018812520429491997,0.3463541666666667,6480,18
26.164267990074443,56.38312655086849,46.165236300954064,10.75,1996,-3994,10509.1494140625,0.1,0.1,4.546566963195801,0.7630310654640198,-0.0048674531280994415,0.010171815752983093,0.15104166666666666,6840,19
20.215384615384615,50.69727047146402,40.31490138521407,10.375,1985,-3401,6198.01318359375,0.1,0.1,5.201944351196289,0.6684700846672058,0.08929276466369629,0.056192271411418915,0.6666666666666666,7200,20
32.75632754342432,66.40893300248139,56.231200150941746,13.25,1998,-6182,17463.986328125,0.1,0.1,4.7921342849731445,0.609950840473175,0.005161311477422714,0.006162277888506651,0.23697916666666666,7560,21
24.383084577114428,56.19950248756219,46.15293499576362,10.625,1988,-4768,8152.568359375,0.1,0.1,6.356910228729248,0.7165738344192505,0.053116023540496826,0.05175551399588585,0.4583333333333333,7920,22
18.797518610421836,48.47692307692308,38.40997684157951,9.75,1992,-3141,8350.849609375,0.1,0.1,4.4029541015625,0.7207354307174683,-0.0016679372638463974,0.0037513375282287598,0.0,8280,23
17.74937965260546,47.49578163771712,37.19936560379706,9.375,1998,-2967,7799.31298828125,0.1,0.1,5.524380207061768,0.7357545495033264,-0.0012130886316299438,0.0014980612322688103,0.0,8640,24
22.366302186878727,53.04174950298211,42.99429474301156,12.125,1990,-3811,6161.5234375,0.1,0.1,4.735395908355713,0.7205923795700073,-0.005479313433170319,0.009047859348356724,0.4583333333333333,9000,25
23.10272952853598,53.582630272952855,43.188778722961345,10.75,1997,-3822,4501.6181640625,0.1,0.1,6.876091003417969,0.7634422779083252,-0.006381036713719368,0.007067607715725899,0.15104166666666666,9360,26
20.777667493796525,51.55632754342432,41.219065282887016,11.75,1996,-3790,4583.078125,0.1,0.1,5.901043891906738,0.7116293907165527,-0.008172456175088882,0.0043730707839131355,0.0,9720,27
19.52803970223325,49.04714640198511,38.700229534894895,10.5,1982,-3311,3247.134765625,0.1,0.1,4.105502605438232,0.7048299312591553,-0.0028205327689647675,0.0007966905832290649,0.0026041666666666665,10080,28
18.81786600496278,48.81339950372208,38.58059789611088,10.875,1997,-3048,3715.942138671875,0.1,0.1,4.137707710266113,0.7002214193344116,-0.003388030454516411,0.00196837168186903,0.0026041666666666665,10440,29
19.183805265772477,49.960755091902634,39.775893162318596,9.875,1992,-3481,3153.583251953125,0.1,0.1,5.380964279174805,0.6849038004875183,0.08124692738056183,0.05115712434053421,0.6666666666666666,10800,30
28.406467661691543,59.2,48.997701170244476,11.375,1986,-5238,10292.62890625,0.1,0.1,5.217165946960449,0.7480959296226501,0.013080503791570663,0.019962038844823837,0.3385416666666667,11160,31
19.5253227408143,49.62065541211519,39.393535369598126,10.625,1997,-3223,5475.0048828125,0.1,0.1,5.234624862670898,0.876278817653656,0.04806629940867424,0.015880435705184937,0.3411458333333333,11520,32
31.992529880478088,62.35906374501992,51.941674930591724,13.5,1982,-5424,7453.01611328125,0.1,0.1,6.084662437438965,1.021917462348938,0.1111919954419136,0.11269841343164444,0.6666666666666666,11880,33
37.07385229540918,69.7125748502994,59.43641344139437,18.0,1979,-6534,22482.17578125,0.1,0.1,6.917246341705322,1.0339765548706055,0.035356439650058746,0.005594145506620407,0.3255208333333333,12240,34
58.30099502487562,92.4084577114428,81.9973482481808,14.5,1984,-10098,45511.8828125,0.1,0.1,4.352965831756592,1.0906801223754883,-0.010658273473381996,0.02157186158001423,0.22916666666666666,12600,35
78.72357320099256,120.56079404466502,110.27061644475218,21.5,1965,-14007,130553.2734375,0.1,0.1,6.867463111877441,1.084027647972107,0.02225162833929062,0.035440005362033844,0.6666666666666666,12960,36
41.599007444168734,73.60248138957816,63.391329029213686,15.625,1996,-7335,18204.728515625,0.1,0.1,4.831935882568359,0.9502792954444885,0.16405168175697327,0.1596660017967224,0.6666666666666666,13320,37
26.709388971684053,56.479880774962744,46.34168164103554,12.875,1987,-4657,5011.0810546875,0.1,0.1,7.464421272277832,0.7996304035186768,0.018676800653338432,0.040134742856025696,0.5286458333333334,13680,38
30.386600496277914,60.339950372208435,50.059916438627724,10.0,1988,-5124,4949.50341796875,0.1,0.1,5.798434257507324,0.8483643531799316,0.021542245522141457,0.00572704104706645,0.015625,14040,39
24.94187779433681,55.68355688027819,45.45003471532396,10.625,1985,-4309,5437.470703125,0.1,0.1,6.044211387634277,0.8562096357345581,0.006425660103559494,0.002126673236489296,0.015625,14400,40
27.87543424317618,58.65955334987593,48.32016620289313,10.0,1984,-4268,5436.181640625,0.1,0.1,7.990535259246826,0.7178637981414795,0.021007634699344635,0.021591540426015854,0.041666666666666664,14760,41
21.895233366434955,51.40814299900695,41.122144259841484,10.0,1971,-3658,5795.71435546875,0.1,0.1,3.8119397163391113,0.7329239845275879,0.07153550535440445,0.033577464520931244,0.4427083333333333,15120,42
23.914143920595535,54.530521091811416,44.32627138639553,13.0,1995,-4126,7604.02685546875,0.1,0.1,5.271543502807617,0.6709789633750916,0.01728212833404541,0.009623656049370766,0.4817708333333333,15480,43
28.901688182720953,61.25620655412115,51.08974152765379,12.5,1993,-5467,4804.38623046875,0.1,0.1,3.6124720573425293,0.7719469666481018,0.01822127029299736,0.012002605944871902,0.3333333333333333,15840,44
23.035235732009927,54.30570719602978,44.03222927548663,10.875,1998,-4077,5064.5576171875,0.1,0.1,5.79262638092041,0.9700707793235779,0.04870154336094856,0.03207289054989815,0.5208333333333334,16200,45
27.901736972704715,58.00397022332506,47.743251677145985,12.125,1998,-4779,11106.77734375,0.1,0.1,5.418333053588867,1.0110222101211548,0.00660400465130806,0.002704733982682228,0.03125,16560,46
22.95578738201689,53.505712866368604,43.200573205709375,11.75,1992,-3830,4913.958984375,0.1,0.1,5.487470626831055,0.8774042725563049,0.0042682066559791565,0.004654774442315102,0.041666666666666664,16920,47
24.162444113263785,53.86934923000497,43.56951534334802,12.25,1993,-3973,3539.972412109375,0.1,0.1,5.628504753112793,0.8722466826438904,-0.016484633088111877,0.003822183236479759,0.16666666666666666,17280,48
23.22183622828784,52.9106699751861,42.81027283084725,12.625,1998,-3981,4658.705078125,0.1,0.1,5.086040496826172,0.9068288803100586,-0.0020093657076358795,0.001976299099624157,0.026041666666666668,17640,49
23.992059553349876,55.23771712158809,45.14523204549345,11.625,1992,-4439,3917.362548828125,0.1,0.1,4.167529106140137,0.8811116218566895,0.0007375702261924744,0.00021684635430574417,0.0078125,18000,50
20.11712158808933,49.30471464019851,39.070077402086376,11.0,1986,-3480,5546.6337890625,0.1,0.1,4.698525905609131,0.892679750919342,0.0019109304994344711,4.1134655475616455e-05,0.0,18360,51
19.781637717121587,49.510173697270474,39.20709601619575,9.875,1982,-3273,4018.573486328125,0.1,0.1,3.52093768119812,0.8786324262619019,0.011600720696151257,0.001707049086689949,0.020833333333333332,18720,52
21.89452736318408,53.02338308457711,42.90368231339938,12.25,1988,-3908,3293.667724609375,0.1,0.1,5.564695358276367,0.8148998618125916,-0.008259767666459084,0.005665862467139959,0.015625,19080,53
31.107745779543198,62.455809334657395,52.13340018239433,11.875,1990,-5220,4644.44482421875,0.1,0.1,5.795676231384277,0.8013706803321838,-0.001538112759590149,0.0007197991944849491,0.0026041666666666665,19440,54
25.699751861042184,55.98511166253102,45.544069789899034,10.0,1994,-4247,3376.12255859375,0.1,0.1,4.356097221374512,0.8019968271255493,0.018919479101896286,0.007825545966625214,0.34375,19800,55
20.334659373446048,50.09249129786176,39.68686057202979,9.875,1986,-3575,6167.94140625,0.1,0.1,6.082918167114258,0.7746639847755432,0.0043721916154026985,0.003391506616026163,0.0,20160,56
21.728535980148884,52.26352357320099,42.087367029203136,11.875,1998,-3843,6209.97509765625,0.1,0.1,5.875998020172119,0.7971988320350647,0.005273418501019478,0.004881978966295719,0.14322916666666666,20520,57
22.901736972704715,53.333995037220845,42.873977995691256,11.5,1998,-3975,1889.8724365234375,0.1,0.1,4.9442596435546875,0.7883686423301697,0.0045019835233688354,0.014452354982495308,0.3229166666666667,20880,58
20.22962226640159,50.240556660039765,39.81325240799885,10.5,1973,-3363,1585.060791015625,0.1,0.1,5.557451248168945,0.7407777309417725,0.0023922212421894073,0.00538400374352932,0.12239583333333333,21240,59
28.512909632571997,59.507944389275075,49.2206333853195,10.125,1992,-4630,8282.4033203125,0.1,0.1,4.029551982879639,0.745445191860199,-0.0013821087777614594,0.0005719256587326527,0.010416666666666666,21600,60
35.82621648460775,67.54568023833168,57.13948314724945,9.75,1992,-5610,9445.17578125,0.1,0.1,5.3843183517456055,0.8538669347763062,0.013645284809172153,0.010628372430801392,0.11979166666666667,21960,61
25.87872763419483,55.72316103379722,45.5487199666829,11.25,1992,-4456,4171.7001953125,0.1,0.1,5.648197174072266,0.9242098927497864,-0.013412360101938248,0.010130343027412891,0.3515625,22320,62
23.99751737835154,53.87735849056604,43.691524268184,11.75,1993,-3898,6259.56884765625,0.1,0.1,6.319525718688965,0.9534205794334412,0.009065121412277222,0.011176159605383873,0.3541666666666667,22680,63
28.983126550868487,60.21439205955335,49.87330469530752,13.0,1996,-5311,11489.87890625,0.1,0.1,4.6031293869018555,0.9648076295852661,-2.52528116106987e-05,0.000795307569205761,0.0078125,23040,64
