average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,critic/value_loss,critic/learning_rate,actor/learning_rate,actor/policy_loss,actor/entropy,actor/old_approx_kl,actor/approx_kl,clipfrac,steps,episode
81.59173126614986,121.0077519379845,110.47273648805141,17.75,1900,-13898,217153.03125,0.1,0.1,6.437701225280762,0.8781275749206543,1.178076148033142,1.210045576095581,0.6223958333333334,360,1
250.29884105960264,420.7798013245033,408.13959884284236,22.125,1034,-28895,973221.375,0.1,0.1,3.5325536727905273,0.8855520486831665,0.10325770080089569,0.046180907636880875,0.6119791666666666,720,2
1370.3859649122808,1662.2061403508771,1653.693940336572,22.875,224,-56750,3542639.75,0.1,0.1,1.6375550031661987,0.24906158447265625,-0.016784677281975746,0.04069352149963379,0.03125,1080,3
238.7978971962617,301.92406542056074,292.41286959751636,22.875,1561,-40374,1667089.625,0.1,0.1,5.902218341827393,1.3330540657043457,0.346543550491333,0.275408536195755,0.6588541666666666,1440,4
89.2197691921726,126.6317109884596,116.30573102724699,17.375,1965,-16132,232116.375,0.1,0.1,4.037901401519775,1.2834020853042603,0.09054326266050339,0.05338972434401512,0.5286458333333334,1800,5
107.55432489451476,151.1977848101266,140.6546760726462,20.0,1822,-17655,283437.875,0.1,0.1,4.639403343200684,1.2825868129730225,0.045296911150217056,0.021959446370601654,0.3463541666666667,2160,6
66.59784283513098,103.53826399589111,93.08851871895588,17.625,1908,-11350,172817.25,0.1,0.1,5.280750274658203,1.1717793941497803,0.019402552396059036,0.013212358579039574,0.234375,2520,7
121.58434081750144,162.29073114565344,151.13857346874934,13.125,1684,-12630,20516.8515625,0.1,0.1,6.420830726623535,0.7480109333992004,0.04028770327568054,0.06327236443758011,0.5703125,2880,8
173.44292604501607,277.3127009646302,265.78196568330424,9.375,1139,-14365,17483.37109375,0.1,0.1,5.02358865737915,0.504860520362854,0.04272722825407982,0.01238887570798397,0.059895833333333336,3240,9
156.21042471042472,207.85006435006434,196.99742034805854,9.375,1466,-13432,8933.9150390625,0.1,0.1,7.784160614013672,1.055917739868164,0.1132359504699707,0.06780800223350525,0.5651041666666666,3600,10
79.33096668487165,115.55051884216276,104.69839675436053,12.375,1783,-11653,19813.4609375,0.1,0.1,3.8976027965545654,1.0157597064971924,0.013477982953190804,0.01023171842098236,0.15364583333333334,3960,11
