average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,qloss,epsilon,steps,episode
82.45454545454545,122.88202247191012,112.23015108281898,20.25,1876,-59,42.63563575744629,0.9901,360,1
90.30953569645531,130.90164752870695,120.34409371503347,20.5,1945,-36,44.29075298309326,0.9802,720,2
91.57910447761193,133.5990049751244,122.97822334306511,20.375,1944,-65,52.67203025817871,0.9703,1080,3
94.01236559139785,130.5774193548387,119.90137609096644,16.0,1822,-27,51.49981575012207,0.9604,1440,4
80.09040404040404,117.5489898989899,106.92048795325931,18.25,1940,-22,69.88149604797363,0.9505,1800,5
99.15879396984924,142.68442211055276,132.13499832537232,21.625,1888,-40,69.93010559082032,0.9406,2160,6
102.41893978383942,142.88728769943387,132.25929086328875,19.375,1871,-27,88.58894691467285,0.9307,2520,7
85.56944444444444,122.05658436213992,111.47870848602064,18.375,1901,-24,78.73493041992188,0.9208,2880,8
86.64326573062922,121.57826313052522,111.11871741797586,17.0,1864,-30,109.39742088317871,0.9109,3240,9
94.4126746506986,135.1611776447106,124.64637524780991,18.25,1958,-46,155.06844482421874,0.901,3600,10
84.48752598752598,121.20478170478171,110.71868314926778,16.75,1880,-35,135.7917465209961,0.8911,3960,11
70.0732957457714,104.10763710917479,93.76397464031132,14.125,1915,-29,200.22452545166016,0.8812,4320,12
79.00051046452272,115.53241449719245,105.00389144148964,17.625,1922,-8,177.5651596069336,0.8713,4680,13
86.06104218362283,125.11563275434243,114.64867659070363,19.125,1988,-22,237.39370574951172,0.8613999999999999,5040,14
94.26369687660011,135.16487455197134,124.63389645763277,19.75,1905,-32,287.481521987915,0.8515,5400,15
61.278474661314604,94.39438033115906,84.06201288784357,14.75,1958,-10,322.1961814880371,0.8416,5760,16
68.72883116883116,104.06753246753247,93.70707814334995,16.375,1888,-21,502.22524185180663,0.8317,6120,17
69.54788877445932,105.40216271884655,95.00953518716481,15.875,1894,-38,255.5509826660156,0.8218,6480,18
63.8842523596622,97.4595131644312,87.04758946241535,15.25,1980,-13,174.79474868774415,0.8119,6840,19
59.5518444666002,96.17796610169492,85.70205332272582,20.125,1951,-44,346.8796497344971,0.802,7200,20
74.51255020080322,112.49096385542168,101.97739351114065,18.25,1936,-29,69.31165771484375,0.7921,7560,21
62.526528549772614,96.69883779686711,86.31534256515069,13.125,1932,-32,157.05067863464356,0.7822,7920,22
70.24010025062657,105.87468671679198,95.35897814034321,18.25,1966,-20,346.0869659423828,0.7723,8280,23
79.24180734856007,117.24230387288978,106.90022607251592,21.875,1970,-41,344.9108150482178,0.7624,8640,24
74.98306772908367,112.65488047808765,102.29067785092545,20.75,1968,-19,217.0667709350586,0.7525,9000,25
56.281313131313134,88.97929292929292,78.41573830096506,13.625,1936,-25,101.00308418273926,0.7425999999999999,9360,26
63.6505,97.615,87.30757292547368,17.5,1972,-21,207.2602611541748,0.7327,9720,27
62.97509960159363,97.69870517928287,87.31464964843587,15.375,1963,-34,261.38181228637694,0.7228,10080,28
71.91691691691692,108.63263263263264,98.16778513691166,19.25,1942,-34,101.067822265625,0.7129,10440,29
69.12928891098956,104.47240179015415,94.12552513499966,18.125,1977,-25,188.00301399230958,0.7030000000000001,10800,30
55.1325,89.9975,79.57183358450179,16.75,1967,-20,192.65021247863768,0.6931,11160,31
48.310679611650485,81.79816044966786,71.39970292140904,14.875,1921,-36,176.45974884033203,0.6832,11520,32
48.08104052026013,79.47823911955977,68.96928400064877,12.375,1968,-19,90.3493782043457,0.6733,11880,33
61.421836228287845,98.33846153846154,88.04823036101628,17.375,1998,-9,128.10711555480958,0.6634,12240,34
63.27390438247012,95.574203187251,85.21781043486767,15.75,1970,-26,214.18839111328126,0.6535,12600,35
57.976907630522085,90.63604417670683,80.2869278515534,15.0,1942,-20,139.69896812438964,0.6436,12960,36
49.770223325062034,82.5940446650124,72.29710462955084,13.75,1988,-19,247.54011154174805,0.6336999999999999,13320,37
56.57335329341317,91.0434131736527,80.72252417140146,15.125,1969,-27,119.25521850585938,0.6237999999999999,13680,38
65.94637537239325,102.83862959285005,92.38633803800597,17.25,1974,-29,202.93636093139648,0.6139,14040,39
54.9273631840796,88.37761194029851,77.96639305901057,18.5,1984,-19,70.1231315612793,0.604,14400,40
59.82902584493042,97.2892644135189,87.10757720034374,17.875,1960,-43,97.9191780090332,0.5941,14760,41
47.50819672131148,78.59016393442623,68.34723444599965,14.375,1992,-8,59.71095695495605,0.5842,15120,42
47.56521739130435,79.1056622851365,68.7563843525563,13.75,1940,-28,106.27112579345703,0.5743,15480,43
57.66716867469879,92.60793172690764,82.38539652370632,18.5,1953,-18,132.5280849456787,0.5644,15840,44
56.75,90.48,80.33222472090036,17.375,1962,-20,125.45679244995117,0.5545,16200,45
45.81885856079405,78.27295285359801,68.12353519043398,14.375,1992,-12,92.88003273010254,0.5446,16560,46
61.42466460268318,97.25593395252838,86.82034271370205,18.375,1881,-15,178.429349899292,0.5347,16920,47
42.14329268292683,72.9415650406504,62.56417683466153,14.125,1933,-30,108.74095001220704,0.5247999999999999,17280,48
59.19502487562189,93.34228855721393,83.18355500213553,18.625,1960,-40,67.45906791687011,0.5148999999999999,17640,49
58.082536487166585,92.09461499748365,81.79935659803239,19.0,1953,-14,105.98425598144532,0.505,18000,50
52.98643897538925,85.67252636865896,75.31336609624067,13.25,1950,-36,64.23155670166015,0.4951,18360,51
41.12680258577822,73.54102436598707,63.294875726635325,15.0,1986,-25,123.7006820678711,0.48519999999999996,18720,52
52.930139720558884,88.53293413173652,78.32778715240315,15.375,1949,-53,89.16067619323731,0.47529999999999994,19080,53
47.22183622828784,79.58610421836228,69.40761469901177,15.875,1985,-19,62.22357864379883,0.46540000000000004,19440,54
55.80883090817863,91.6583040642248,81.30424552372774,18.5,1955,-18,89.37806358337403,0.4555,19800,55
46.74700598802395,80.39670658682634,70.11838390118646,14.5,1978,-22,89.13394699096679,0.4456,20160,56
46.2189378757515,77.8376753507014,67.67394864333879,14.875,1953,-10,97.8017333984375,0.4357,20520,57
58.13873417721519,90.84151898734177,80.4750367447406,16.0,1937,-17,99.4136360168457,0.42579999999999996,20880,58
44.30635551142006,76.87090367428004,66.6635854149142,13.125,1984,-13,68.58882331848145,0.41589999999999994,21240,59
51.18909454727363,81.93096548274137,71.73349841307264,14.25,1961,-23,90.11052932739258,0.406,21600,60
41.90669975186104,75.81240694789082,65.56730701280188,14.75,1994,-12,81.85662803649902,0.3961,21960,61
45.97631048387097,77.84425403225806,67.6138519696313,14.0,1962,-18,66.53667678833008,0.3862,22320,62
52.09000497265042,85.62754848334163,75.40323762390315,16.375,1966,-28,51.454736328125,0.37629999999999997,22680,63
48.585244267198405,79.32701894317049,69.08801593768212,13.875,1963,-14,97.93589515686035,0.36639999999999995,23040,64
50.92338308457711,85.24179104477612,75.06126189505261,18.625,1956,-42,57.594391632080075,0.35649999999999993,23400,65
41.919940328194926,73.58528095474888,63.487673710657944,14.75,1975,-23,67.45276794433593,0.3466,23760,66
50.11161387631976,82.64203117144294,72.68755240409878,17.5,1944,-34,49.70496292114258,0.3367,24120,67
49.41954887218045,80.39348370927318,70.12647374175697,15.0,1968,-7,66.46347274780274,0.3268,24480,68
49.7145,81.963,71.8839521280181,15.25,1962,-14,67.81596565246582,0.31689999999999996,24840,69
34.10431293881645,66.98294884653961,56.886933797073624,13.25,1939,-44,73.5840217590332,0.30699999999999994,25200,70
45.69433399602386,79.50248508946322,69.45586200147285,16.5,1960,-43,57.68903160095215,0.2970999999999999,25560,71
48.18382722250126,79.92867905575088,69.82689148817046,12.125,1962,-23,74.10682563781738,0.2872,25920,72
40.516129032258064,71.73588709677419,61.664689330489914,13.0,1944,-18,69.83515243530273,0.2773,26280,73
46.511244377811096,77.52923538230884,67.2197173819911,13.875,1971,-20,61.15704879760742,0.26739999999999997,26640,74
40.22693266832918,71.69476309226933,61.709407258868865,15.0,1947,-56,74.98482704162598,0.25749999999999995,27000,75
39.93532338308458,70.37512437810945,60.34537591403944,14.0,1987,-19,67.81440696716308,0.24759999999999993,27360,76
44.00347394540943,75.55980148883374,65.48489186208586,18.125,1983,-23,57.29970207214355,0.23770000000000002,27720,77
38.319520718921616,69.1328007988018,59.02068009679593,12.875,1966,-15,48.3486364364624,0.2278,28080,78
36.58110014104373,239.64668547249647,229.8922914661383,22.625,1211,-172,57.393835830688474,0.21789999999999998,28440,79
