average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,qloss,epsilon,steps,episode
111.72172172172172,155.72222222222223,145.28016913445703,19.0,1948,-21143,1666.3706359863281,0.9901,360,1
93.61847389558233,138.30873493975903,128.07421916941624,22.25,1884,-18296,1854.7933166503906,0.9802,720,2
82.12385321100918,118.0474006116208,107.36098082392208,15.25,1921,-14561,1676.1042846679688,0.9703,1080,3
101.43753294675804,140.1091196626252,129.4137058222819,19.875,1850,-16387,1040.6085876464845,0.9604,1440,4
91.89119170984456,129.13056994818652,118.52691570649867,18.875,1894,-15943,1410.787860107422,0.9505,1800,5
77.25524296675192,114.72992327365729,104.03041521819145,16.625,1898,-13746,1884.3165100097656,0.9406,2160,6
80.43383084577114,121.83383084577115,111.27443384505008,20.625,1979,-15182,2060.803363037109,0.9307,2520,7
94.14839367669556,134.6083630800612,124.24410388455382,18.5,1929,-16669,1709.5352172851562,0.9208,2880,8
90.3914373088685,131.27879714576963,120.63088942380674,18.25,1897,-16212,2476.2409057617188,0.9109,3240,9
81.87391081496668,122.94720656073808,112.2754781675061,17.875,1912,-14286,2317.256628417969,0.901,3600,10
70.31688708036623,106.28077314343845,95.74059387765114,19.25,1932,-12516,1995.5466674804688,0.8911,3960,11
72.7209186220669,109.06839740389415,98.5370074692788,17.625,1948,-13080,2421.5833984375,0.8812,4320,12
59.11551983927674,97.14716223003516,86.6836183888253,16.625,1930,-11118,1835.4850219726563,0.8713,4680,13
59.74490303331676,94.23868722028841,83.8583601995286,15.875,1971,-11044,2620.8322631835936,0.8613999999999999,5040,14
63.22763419483101,98.51590457256461,88.08895157751552,18.25,1973,-11229,2300.5714599609373,0.8515,5400,15
68.27373737373738,108.08383838383838,97.50491456027987,18.875,1937,-11986,1824.6837768554688,0.8416,5760,16
83.10967741935484,123.77866004962779,113.30540735087673,20.875,1992,-14981,1903.3087646484375,0.8317,6120,17
64.2332995951417,100.04554655870446,89.56349407272465,17.125,1939,-10984,1681.628271484375,0.8218,6480,18
49.4575682382134,81.93697270471463,71.50565311684197,13.875,1978,-8717,1772.1483276367187,0.8119,6840,19
59.23104325699745,92.57862595419847,82.06335824230159,15.125,1927,-10202,1760.8843383789062,0.802,7200,20
60.34689826302729,95.02332506203474,84.51191487694594,15.25,1976,-10580,1519.3095336914062,0.7921,7560,21
50.564167086059385,83.00754906894817,72.59437142388514,13.75,1939,-8698,1286.3312561035157,0.7822,7920,22
52.732934728450424,85.55206776283009,75.10126158711638,13.0,1966,-8406,1482.6386352539062,0.7723,8280,23
50.316077650572424,82.67844698855151,72.32047341710991,15.375,1965,-8677,1436.1505126953125,0.7624,8640,24
55.49353876739563,87.75099403578528,77.30420707718893,15.5,1989,-9576,2002.638201904297,0.7525,9000,25
50.93846153846154,85.29032258064517,74.78750315446675,16.125,1966,-9064,1589.2475463867188,0.7425999999999999,9360,26
49.58030830432621,81.85877672799602,71.44658168795863,14.375,1969,-8355,1450.1422790527345,0.7327,9720,27
49.941322725012434,82.17354549975137,71.71898557179512,14.25,1973,-8732,1418.2786804199218,0.7228,10080,28
36.010437375745525,66.7544731610338,56.385022450841646,12.0,1985,-6139,1339.1332702636719,0.7129,10440,29
50.9666168410563,84.8141504733433,74.29481417240434,14.75,1958,-9424,1312.4359130859375,0.7030000000000001,10800,30
44.107196029776674,75.52903225806452,65.07651850279402,13.0,1981,-7555,1183.927667236328,0.6931,11160,31
45.40069513406157,77.49751737835155,67.14496540113981,13.375,1968,-7853,1113.6053100585937,0.6832,11520,32
41.12506203473946,73.06104218362283,62.67310213286589,14.0,1999,-7084,1652.7018188476563,0.6733,11880,33
36.95966135458168,67.14442231075697,56.73370908782059,12.5,1961,-6382,1372.631121826172,0.6634,12240,34
47.511546184738954,79.6039156626506,69.05448268418641,13.75,1946,-7914,1600.7534057617188,0.6535,12600,35
36.832835820895525,68.36965174129354,58.008388634715736,12.875,1978,-6149,1320.228466796875,0.6436,12960,36
49.88138957816377,83.14789081885856,72.77169233718564,15.375,1973,-8553,931.1452697753906,0.6336999999999999,13320,37
45.15342601787488,77.29642502482622,66.88913395536383,14.25,1996,-7923,1270.5838745117187,0.6237999999999999,13680,38
33.578163771712155,65.3985111662531,54.87044137933907,12.5,1989,-5991,1169.3952880859374,0.6139,14040,39
36.813779331003495,68.20069895157265,57.77053357718525,13.375,1974,-6050,1079.9189392089843,0.604,14400,40
38.63731343283582,69.14577114427861,58.72566816985824,12.125,1984,-6153,1267.4667236328125,0.5941,14760,41
35.46550868486352,66.82034739454095,56.37605314888752,13.375,1998,-6095,1295.6886474609375,0.5842,15120,42
36.6837140019861,68.07994041708044,57.61067176044672,12.125,1986,-6139,1129.3094940185547,0.5743,15480,43
36.43709597215316,67.78617603182497,57.268517344477765,13.25,1986,-6231,962.3245300292969,0.5644,15840,44
31.55114200595829,61.54716981132076,51.1311749638822,11.625,1991,-5569,793.7228698730469,0.5545,16200,45
29.611414392059555,60.63424317617866,50.212984581832835,12.0,1993,-5279,1318.7200988769532,0.5446,16560,46
